"","STATENAME","URL","WEBSITE","ACTIVITY.LEVEL","ACTIVITY.LEVEL.LABEL","WEEKEND","WEEK","SEASON","integerActivityLevel"
"336","Hawaii","http://health.hawaii.gov/docd/resources/reports/influenza-reports/","Hawaii's Influenza Surveillance Program","Level 1","Minimal","Nov-17-2018",46,"2018-19",1
"337","Idaho","http://flu.idaho.gov","Influenza","Level 2","Minimal","Nov-17-2018",46,"2018-19",2
"338","Illinois","http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance","Seasonal Influenza Surveillance Reports","Level 2","Minimal","Nov-17-2018",46,"2018-19",2
"339","Indiana","http://www.in.gov/isdh/22104.htm","Influenza in Indiana","Level 1","Minimal","Nov-17-2018",46,"2018-19",1
"340","Iowa","http://idph.iowa.gov/influenza/surveillance","Iowa Influenza Surveillance Network","Level 1","Minimal","Nov-17-2018",46,"2018-19",1
"341","Kansas","http://www.kdheks.gov/flu/surveillance.htm","Influenza Information","Level 2","Minimal","Nov-17-2018",46,"2018-19",2
"342","Kentucky","https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx","Influenza - Flu","Level 3","Minimal","Nov-17-2018",46,"2018-19",3
"343","Louisiana","http://new.dhh.louisiana.gov/index.cfm/page/1591","Influenza","Level 8","High","Nov-17-2018",46,"2018-19",8
"344","Maine","http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml","Weekly Surveillance Updates","Level 1","Minimal","Nov-17-2018",46,"2018-19",1
"345","Maryland","https://phpa.health.maryland.gov/influenza/fluwatch","Influenza Surveillance","Level 1","Minimal","Nov-17-2018",46,"2018-19",1
"346","Massachusetts","http://blog.mass.gov/publichealth/category/flu-facts/","Influenza Surveillance Data","Level 1","Minimal","Nov-17-2018",46,"2018-19",1
"347","Michigan","http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html","Influenza Activity and Surveillance","Level 1","Minimal","Nov-17-2018",46,"2018-19",1
"348","Minnesota","http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html","Weekly Influenza Activity: Statistics","Level 2","Minimal","Nov-17-2018",46,"2018-19",2
"349","Mississippi","http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html","Mississippi Flu Surveillance and Influenza-Like Illness Reports","Level 4","Low","Nov-17-2018",46,"2018-19",4
"350","Missouri","http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php","Influenza Data & Statistical Reports ","Level 1","Minimal","Nov-17-2018",46,"2018-19",1
"351","Montana","http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx","Influenza: What You Need to Know","Level 1","Minimal","Nov-17-2018",46,"2018-19",1
"352","Nebraska","http://dhhs.ne.gov/publichealth/Pages/flu.aspx","Weekly Flu Report","Level 1","Minimal","Nov-17-2018",46,"2018-19",1
"353","Nevada","http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/","Influenza (Flu): Surveillance, News Releases and Brochures","Level 1","Minimal","Nov-17-2018",46,"2018-19",1
"354","New Hampshire","http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm","Influenza Control and Surveillance","Level 1","Minimal","Nov-17-2018",46,"2018-19",1
"355","New Jersey","http://www.nj.gov/health/cd/topics/flu.shtml","Seasonal Influenza - Surveillance","Level 4","Low","Nov-17-2018",46,"2018-19",4
"356","New Mexico","https://nmhealth.org/about/erd/ideb/isp/","Flu in New Mexico","Level 1","Minimal","Nov-17-2018",46,"2018-19",1
"357","New York","http://www.health.ny.gov/diseases/communicable/influenza/surveillance/","Influenza Activity, Surveillance and Reports","Level 1","Minimal","Nov-17-2018",46,"2018-19",1
"358","North Carolina","http://www.flu.nc.gov/%20","North Carolina Influenza Update","Level 3","Minimal","Nov-17-2018",46,"2018-19",3
"359","North Dakota","http://www.ndflu.com/default.aspx","Influenza","Level 1","Minimal","Nov-17-2018",46,"2018-19",1
"360","Ohio","http://www.flu.ohio.gov%20","Influenza Information","Level 1","Minimal","Nov-17-2018",46,"2018-19",1
"361","Oklahoma","https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html","Influenza Information","Level 6","Moderate","Nov-17-2018",46,"2018-19",6
"362","Oregon","http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx","Influenza Disease Surveillance Data","Level 2","Minimal","Nov-17-2018",46,"2018-19",2
"363","Pennsylvania","http://www.flufreepa.com","Influenza Weekly Report ","Level 2","Minimal","Nov-17-2018",46,"2018-19",2
"364","Rhode Island","http://www.health.ri.gov/data/flu/index.php","Influenza Surveillance","Level 1","Minimal","Nov-17-2018",46,"2018-19",1
"365","South Carolina","http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/","Influenza Activity and Surveillance","Level 4","Low","Nov-17-2018",46,"2018-19",4
"366","South Dakota","http://doh.sd.gov/diseases/infectious/flu/default.aspx","Influenza Information","Level 1","Minimal","Nov-17-2018",46,"2018-19",1
"367","Tennessee","http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html","Influenza-Like Illness Surveillance Summary Archive","Level 1","Minimal","Nov-17-2018",46,"2018-19",1
"368","Texas","http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/","Influenza Surveillance","Level 3","Minimal","Nov-17-2018",46,"2018-19",3
"369","Utah","http://health.utah.gov/epi/diseases/influenza/surveillance/index.html","Seasonal Influenza Weekly Update","Level 3","Minimal","Nov-17-2018",46,"2018-19",3
"370","Vermont","http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance","Flu Activity","Level 1","Minimal","Nov-17-2018",46,"2018-19",1
"371","Virginia","http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/","Virginia Weekly Influenza Activity Report","Level 4","Low","Nov-17-2018",46,"2018-19",4
"372","Washington","http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData","Influenza Update","Level 1","Minimal","Nov-17-2018",46,"2018-19",1
"373","West Virginia","http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx","Current Influenza Surveillance","Level 1","Minimal","Nov-17-2018",46,"2018-19",1
"374","Wisconsin","http://www.dhs.wisconsin.gov/communicable/influenza/index.htm","Tracking Influenza in Wisconsin","Level 2","Minimal","Nov-17-2018",46,"2018-19",2
"375","Wyoming","https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/","Influenza","Level 1","Minimal","Nov-17-2018",46,"2018-19",1
"376","New York City","http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page","Surveillance Data","Level 4","Low","Nov-17-2018",46,"2018-19",4
"377","Puerto Rico","http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx","Puerto Rico Departamento de Salud","Level 4","Low","Nov-17-2018",46,"2018-19",4
"378","Virgin Islands","http://doh.vi.gov/","Influenza","Level 1","Minimal","Nov-17-2018",46,"2018-19",1
"379","Alabama","http://adph.org/influenza/","Influenza Surveillance","Level 6","Moderate","Nov-24-2018",47,"2018-19",6
"380","Alaska","http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20","Influenza Surveillance Report","Level 2","Minimal","Nov-24-2018",47,"2018-19",2
"381","Arizona","http://www.azdhs.gov/phs/oids/epi/flu/index.htm","Influenza & RSV Surveillance","Level 4","Low","Nov-24-2018",47,"2018-19",4
"382","Arkansas","http://www.healthy.arkansas.gov/programs-services/topics/influenza","Communicable Disease and Immunizations","Level 4","Low","Nov-24-2018",47,"2018-19",4
"383","California","https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx","Influenza (Flu)","Level 2","Minimal","Nov-24-2018",47,"2018-19",2
"384","Colorado","https://www.colorado.gov/pacific/cdphe/influenza","Influenza Surveillance","Level 4","Low","Nov-24-2018",47,"2018-19",4
"385","Connecticut","http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics","Flu Statistics","Level 1","Minimal","Nov-24-2018",47,"2018-19",1
"386","Delaware","http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html","Weekly Influenza Surveillance Reports","Level 1","Minimal","Nov-24-2018",47,"2018-19",1
"387","District of Columbia","http://doh.dc.gov/page/influenza-season","Influenza Information","Level 3","Minimal","Nov-24-2018",47,"2018-19",3
"388","Florida","http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20","Weekly Influenza Surveillance Reports","Level 2","Minimal","Nov-24-2018",47,"2018-19",2
"389","Georgia","https://dph.georgia.gov/flu-activity-georgia","Weekly Influenza Surveillance in Georgia","Level 9","High","Nov-24-2018",47,"2018-19",9
"390","Hawaii","http://health.hawaii.gov/docd/resources/reports/influenza-reports/","Hawaii's Influenza Surveillance Program","Level 1","Minimal","Nov-24-2018",47,"2018-19",1
"391","Idaho","http://flu.idaho.gov","Influenza","Level 1","Minimal","Nov-24-2018",47,"2018-19",1
"392","Illinois","http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance","Seasonal Influenza Surveillance Reports","Level 2","Minimal","Nov-24-2018",47,"2018-19",2
"393","Indiana","http://www.in.gov/isdh/22104.htm","Influenza in Indiana","Level 2","Minimal","Nov-24-2018",47,"2018-19",2
"394","Iowa","http://idph.iowa.gov/influenza/surveillance","Iowa Influenza Surveillance Network","Level 1","Minimal","Nov-24-2018",47,"2018-19",1
"395","Kansas","http://www.kdheks.gov/flu/surveillance.htm","Influenza Information","Level 2","Minimal","Nov-24-2018",47,"2018-19",2
"396","Kentucky","https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx","Influenza - Flu","Level 3","Minimal","Nov-24-2018",47,"2018-19",3
"397","Louisiana","http://new.dhh.louisiana.gov/index.cfm/page/1591","Influenza","Level 10","High","Nov-24-2018",47,"2018-19",10
"398","Maine","http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml","Weekly Surveillance Updates","Level 1","Minimal","Nov-24-2018",47,"2018-19",1
"399","Maryland","https://phpa.health.maryland.gov/influenza/fluwatch","Influenza Surveillance","Level 1","Minimal","Nov-24-2018",47,"2018-19",1
"400","Massachusetts","http://blog.mass.gov/publichealth/category/flu-facts/","Influenza Surveillance Data","Level 3","Minimal","Nov-24-2018",47,"2018-19",3
"401","Michigan","http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html","Influenza Activity and Surveillance","Level 2","Minimal","Nov-24-2018",47,"2018-19",2
"402","Minnesota","http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html","Weekly Influenza Activity: Statistics","Level 2","Minimal","Nov-24-2018",47,"2018-19",2
"403","Mississippi","http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html","Mississippi Flu Surveillance and Influenza-Like Illness Reports","Level 4","Low","Nov-24-2018",47,"2018-19",4
"404","Missouri","http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php","Influenza Data & Statistical Reports ","Level 1","Minimal","Nov-24-2018",47,"2018-19",1
"405","Montana","http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx","Influenza: What You Need to Know","Level 1","Minimal","Nov-24-2018",47,"2018-19",1
"406","Nebraska","http://dhhs.ne.gov/publichealth/Pages/flu.aspx","Weekly Flu Report","Level 2","Minimal","Nov-24-2018",47,"2018-19",2
"407","Nevada","http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/","Influenza (Flu): Surveillance, News Releases and Brochures","Level 2","Minimal","Nov-24-2018",47,"2018-19",2
"408","New Hampshire","http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm","Influenza Control and Surveillance","Level 1","Minimal","Nov-24-2018",47,"2018-19",1
"409","New Jersey","http://www.nj.gov/health/cd/topics/flu.shtml","Seasonal Influenza - Surveillance","Level 5","Low","Nov-24-2018",47,"2018-19",5
"410","New Mexico","https://nmhealth.org/about/erd/ideb/isp/","Flu in New Mexico","Level 1","Minimal","Nov-24-2018",47,"2018-19",1
"411","New York","http://www.health.ny.gov/diseases/communicable/influenza/surveillance/","Influenza Activity, Surveillance and Reports","Level 2","Minimal","Nov-24-2018",47,"2018-19",2
"412","North Carolina","http://www.flu.nc.gov/%20","North Carolina Influenza Update","Level 3","Minimal","Nov-24-2018",47,"2018-19",3
"413","North Dakota","http://www.ndflu.com/default.aspx","Influenza","Level 1","Minimal","Nov-24-2018",47,"2018-19",1
"414","Ohio","http://www.flu.ohio.gov%20","Influenza Information","Level 1","Minimal","Nov-24-2018",47,"2018-19",1
"415","Oklahoma","https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html","Influenza Information","Level 7","Moderate","Nov-24-2018",47,"2018-19",7
"416","Oregon","http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx","Influenza Disease Surveillance Data","Level 2","Minimal","Nov-24-2018",47,"2018-19",2
"417","Pennsylvania","http://www.flufreepa.com","Influenza Weekly Report ","Level 3","Minimal","Nov-24-2018",47,"2018-19",3
"418","Rhode Island","http://www.health.ri.gov/data/flu/index.php","Influenza Surveillance","Level 1","Minimal","Nov-24-2018",47,"2018-19",1
"419","South Carolina","http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/","Influenza Activity and Surveillance","Level 5","Low","Nov-24-2018",47,"2018-19",5
"420","South Dakota","http://doh.sd.gov/diseases/infectious/flu/default.aspx","Influenza Information","Level 1","Minimal","Nov-24-2018",47,"2018-19",1
"421","Tennessee","http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html","Influenza-Like Illness Surveillance Summary Archive","Level 1","Minimal","Nov-24-2018",47,"2018-19",1
"422","Texas","http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/","Influenza Surveillance","Level 3","Minimal","Nov-24-2018",47,"2018-19",3
"423","Utah","http://health.utah.gov/epi/diseases/influenza/surveillance/index.html","Seasonal Influenza Weekly Update","Level 5","Low","Nov-24-2018",47,"2018-19",5
"424","Vermont","http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance","Flu Activity","Level 1","Minimal","Nov-24-2018",47,"2018-19",1
"425","Virginia","http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/","Virginia Weekly Influenza Activity Report","Level 5","Low","Nov-24-2018",47,"2018-19",5
"426","Washington","http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData","Influenza Update","Level 1","Minimal","Nov-24-2018",47,"2018-19",1
"427","West Virginia","http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx","Current Influenza Surveillance","Level 1","Minimal","Nov-24-2018",47,"2018-19",1
"428","Wisconsin","http://www.dhs.wisconsin.gov/communicable/influenza/index.htm","Tracking Influenza in Wisconsin","Level 3","Minimal","Nov-24-2018",47,"2018-19",3
"429","Wyoming","https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/","Influenza","Level 1","Minimal","Nov-24-2018",47,"2018-19",1
"430","New York City","http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page","Surveillance Data","Level 5","Low","Nov-24-2018",47,"2018-19",5
"431","Puerto Rico","http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx","Puerto Rico Departamento de Salud","Level 6","Moderate","Nov-24-2018",47,"2018-19",6
"432","Virgin Islands","http://doh.vi.gov/","Influenza","Level 1","Minimal","Nov-24-2018",47,"2018-19",1
"433","Alabama","http://adph.org/influenza/","Influenza Surveillance","Level 6","Moderate","Dec-01-2018",48,"2018-19",6
"434","Alaska","http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20","Influenza Surveillance Report","Level 1","Minimal","Dec-01-2018",48,"2018-19",1
"435","Arizona","http://www.azdhs.gov/phs/oids/epi/flu/index.htm","Influenza & RSV Surveillance","Level 4","Low","Dec-01-2018",48,"2018-19",4
"436","Arkansas","http://www.healthy.arkansas.gov/programs-services/topics/influenza","Communicable Disease and Immunizations","Level 2","Minimal","Dec-01-2018",48,"2018-19",2
"437","California","https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx","Influenza (Flu)","Level 3","Minimal","Dec-01-2018",48,"2018-19",3
"438","Colorado","https://www.colorado.gov/pacific/cdphe/influenza","Influenza Surveillance","Level 6","Moderate","Dec-01-2018",48,"2018-19",6
"439","Connecticut","http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics","Flu Statistics","Level 2","Minimal","Dec-01-2018",48,"2018-19",2
"440","Delaware","http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html","Weekly Influenza Surveillance Reports","Level 1","Minimal","Dec-01-2018",48,"2018-19",1
"441","District of Columbia","http://doh.dc.gov/page/influenza-season","Influenza Information","Level 3","Minimal","Dec-01-2018",48,"2018-19",3
"442","Florida","http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20","Weekly Influenza Surveillance Reports","Level 1","Minimal","Dec-01-2018",48,"2018-19",1
"443","Georgia","https://dph.georgia.gov/flu-activity-georgia","Weekly Influenza Surveillance in Georgia","Level 8","High","Dec-01-2018",48,"2018-19",8
"444","Hawaii","http://health.hawaii.gov/docd/resources/reports/influenza-reports/","Hawaii's Influenza Surveillance Program","Level 1","Minimal","Dec-01-2018",48,"2018-19",1
"445","Idaho","http://flu.idaho.gov","Influenza","Level 1","Minimal","Dec-01-2018",48,"2018-19",1
"446","Illinois","http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance","Seasonal Influenza Surveillance Reports","Level 2","Minimal","Dec-01-2018",48,"2018-19",2
"447","Indiana","http://www.in.gov/isdh/22104.htm","Influenza in Indiana","Level 2","Minimal","Dec-01-2018",48,"2018-19",2
"448","Iowa","http://idph.iowa.gov/influenza/surveillance","Iowa Influenza Surveillance Network","Level 1","Minimal","Dec-01-2018",48,"2018-19",1
"449","Kansas","http://www.kdheks.gov/flu/surveillance.htm","Influenza Information","Level 2","Minimal","Dec-01-2018",48,"2018-19",2
"450","Kentucky","https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx","Influenza - Flu","Level 2","Minimal","Dec-01-2018",48,"2018-19",2
"451","Louisiana","http://new.dhh.louisiana.gov/index.cfm/page/1591","Influenza","Level 9","High","Dec-01-2018",48,"2018-19",9
"452","Maine","http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml","Weekly Surveillance Updates","Level 1","Minimal","Dec-01-2018",48,"2018-19",1
"453","Maryland","https://phpa.health.maryland.gov/influenza/fluwatch","Influenza Surveillance","Level 1","Minimal","Dec-01-2018",48,"2018-19",1
"454","Massachusetts","http://blog.mass.gov/publichealth/category/flu-facts/","Influenza Surveillance Data","Level 2","Minimal","Dec-01-2018",48,"2018-19",2
"455","Michigan","http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html","Influenza Activity and Surveillance","Level 1","Minimal","Dec-01-2018",48,"2018-19",1
"456","Minnesota","http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html","Weekly Influenza Activity: Statistics","Level 3","Minimal","Dec-01-2018",48,"2018-19",3
"457","Mississippi","http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html","Mississippi Flu Surveillance and Influenza-Like Illness Reports","Level 4","Low","Dec-01-2018",48,"2018-19",4
"458","Missouri","http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php","Influenza Data & Statistical Reports ","Level 2","Minimal","Dec-01-2018",48,"2018-19",2
"459","Montana","http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx","Influenza: What You Need to Know","Level 1","Minimal","Dec-01-2018",48,"2018-19",1
"460","Nebraska","http://dhhs.ne.gov/publichealth/Pages/flu.aspx","Weekly Flu Report","Level 1","Minimal","Dec-01-2018",48,"2018-19",1
"461","Nevada","http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/","Influenza (Flu): Surveillance, News Releases and Brochures","Level 2","Minimal","Dec-01-2018",48,"2018-19",2
"462","New Hampshire","http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm","Influenza Control and Surveillance","Level 1","Minimal","Dec-01-2018",48,"2018-19",1
"463","New Jersey","http://www.nj.gov/health/cd/topics/flu.shtml","Seasonal Influenza - Surveillance","Level 4","Low","Dec-01-2018",48,"2018-19",4
"464","New Mexico","https://nmhealth.org/about/erd/ideb/isp/","Flu in New Mexico","Level 2","Minimal","Dec-01-2018",48,"2018-19",2
"465","New York","http://www.health.ny.gov/diseases/communicable/influenza/surveillance/","Influenza Activity, Surveillance and Reports","Level 2","Minimal","Dec-01-2018",48,"2018-19",2
"466","North Carolina","http://www.flu.nc.gov/%20","North Carolina Influenza Update","Level 3","Minimal","Dec-01-2018",48,"2018-19",3
"467","North Dakota","http://www.ndflu.com/default.aspx","Influenza","Level 1","Minimal","Dec-01-2018",48,"2018-19",1
"468","Ohio","http://www.flu.ohio.gov%20","Influenza Information","Level 1","Minimal","Dec-01-2018",48,"2018-19",1
"469","Oklahoma","https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html","Influenza Information","Level 3","Minimal","Dec-01-2018",48,"2018-19",3
"470","Oregon","http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx","Influenza Disease Surveillance Data","Level 2","Minimal","Dec-01-2018",48,"2018-19",2
"471","Pennsylvania","http://www.flufreepa.com","Influenza Weekly Report ","Level 3","Minimal","Dec-01-2018",48,"2018-19",3
"472","Rhode Island","http://www.health.ri.gov/data/flu/index.php","Influenza Surveillance","Level 1","Minimal","Dec-01-2018",48,"2018-19",1
"473","South Carolina","http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/","Influenza Activity and Surveillance","Level 6","Moderate","Dec-01-2018",48,"2018-19",6
"474","South Dakota","http://doh.sd.gov/diseases/infectious/flu/default.aspx","Influenza Information","Level 1","Minimal","Dec-01-2018",48,"2018-19",1
"475","Tennessee","http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html","Influenza-Like Illness Surveillance Summary Archive","Level 1","Minimal","Dec-01-2018",48,"2018-19",1
"476","Texas","http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/","Influenza Surveillance","Level 3","Minimal","Dec-01-2018",48,"2018-19",3
"477","Utah","http://health.utah.gov/epi/diseases/influenza/surveillance/index.html","Seasonal Influenza Weekly Update","Level 4","Low","Dec-01-2018",48,"2018-19",4
"478","Vermont","http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance","Flu Activity","Level 1","Minimal","Dec-01-2018",48,"2018-19",1
"479","Virginia","http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/","Virginia Weekly Influenza Activity Report","Level 5","Low","Dec-01-2018",48,"2018-19",5
"480","Washington","http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData","Influenza Update","Level 1","Minimal","Dec-01-2018",48,"2018-19",1
"481","West Virginia","http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx","Current Influenza Surveillance","Level 1","Minimal","Dec-01-2018",48,"2018-19",1
"482","Wisconsin","http://www.dhs.wisconsin.gov/communicable/influenza/index.htm","Tracking Influenza in Wisconsin","Level 3","Minimal","Dec-01-2018",48,"2018-19",3
"483","Wyoming","https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/","Influenza","Level 1","Minimal","Dec-01-2018",48,"2018-19",1
"484","New York City","http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page","Surveillance Data","Level 4","Low","Dec-01-2018",48,"2018-19",4
"485","Puerto Rico","http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx","Puerto Rico Departamento de Salud","Level 3","Minimal","Dec-01-2018",48,"2018-19",3
"486","Virgin Islands","http://doh.vi.gov/","Influenza","Level 1","Minimal","Dec-01-2018",48,"2018-19",1
"487","Alabama","http://adph.org/influenza/","Influenza Surveillance","Level 5","Low","Dec-08-2018",49,"2018-19",5
"488","Alaska","http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20","Influenza Surveillance Report","Level 1","Minimal","Dec-08-2018",49,"2018-19",1
"489","Arizona","http://www.azdhs.gov/phs/oids/epi/flu/index.htm","Influenza & RSV Surveillance","Level 4","Low","Dec-08-2018",49,"2018-19",4
"490","Arkansas","http://www.healthy.arkansas.gov/programs-services/topics/influenza","Communicable Disease and Immunizations","Level 2","Minimal","Dec-08-2018",49,"2018-19",2
"491","California","https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx","Influenza (Flu)","Level 3","Minimal","Dec-08-2018",49,"2018-19",3
"492","Colorado","https://www.colorado.gov/pacific/cdphe/influenza","Influenza Surveillance","Level 7","Moderate","Dec-08-2018",49,"2018-19",7
"493","Connecticut","http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics","Flu Statistics","Level 5","Low","Dec-08-2018",49,"2018-19",5
"494","Delaware","http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html","Weekly Influenza Surveillance Reports","Level 1","Minimal","Dec-08-2018",49,"2018-19",1
"495","District of Columbia","http://doh.dc.gov/page/influenza-season","Influenza Information","Level 4","Low","Dec-08-2018",49,"2018-19",4
"496","Florida","http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20","Weekly Influenza Surveillance Reports","Level 2","Minimal","Dec-08-2018",49,"2018-19",2
"497","Georgia","https://dph.georgia.gov/flu-activity-georgia","Weekly Influenza Surveillance in Georgia","Level 8","High","Dec-08-2018",49,"2018-19",8
"498","Hawaii","http://health.hawaii.gov/docd/resources/reports/influenza-reports/","Hawaii's Influenza Surveillance Program","Level 1","Minimal","Dec-08-2018",49,"2018-19",1
"499","Idaho","http://flu.idaho.gov","Influenza","Level 1","Minimal","Dec-08-2018",49,"2018-19",1
"500","Illinois","http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance","Seasonal Influenza Surveillance Reports","Level 2","Minimal","Dec-08-2018",49,"2018-19",2
"501","Indiana","http://www.in.gov/isdh/22104.htm","Influenza in Indiana","Level 2","Minimal","Dec-08-2018",49,"2018-19",2
"502","Iowa","http://idph.iowa.gov/influenza/surveillance","Iowa Influenza Surveillance Network","Level 1","Minimal","Dec-08-2018",49,"2018-19",1
"503","Kansas","http://www.kdheks.gov/flu/surveillance.htm","Influenza Information","Level 1","Minimal","Dec-08-2018",49,"2018-19",1
"504","Kentucky","https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx","Influenza - Flu","Level 4","Low","Dec-08-2018",49,"2018-19",4
"505","Louisiana","http://new.dhh.louisiana.gov/index.cfm/page/1591","Influenza","Level 7","Moderate","Dec-08-2018",49,"2018-19",7
